company_name;website;sector;country;revenue_euros;employees;founded
Calconut;https://calconut.com;Food & Beverage;Spain;108M;24;2005
HGA Vertriebs GmbH;https://hga-cosmetics.com;Beauty;Germany;9M;19;2004
KMLS Gruppe;https://kmls.de;Energy;Germany;19M;68;2009
KALPA;https://kalpa.it;Technology;Italy;2M;42;2012
belmoto;https://belmoto.de;Automobiles;Germany;5M;16;2009
BeRepublic Networks;https://berepublic.com;Management Consulting;Spain;5M;64;2006
MAK*;https://m-a-k.at;Industrial Goods;Austria;1M;25;2013
Clinipartners;https://clinipartners.eu;Transport;Spain;2M;41;2008
Melvin & Hamilton;https://melvin-hamilton.de;Ecommerce;Germany;17M;86;1983
Xucker;https://xucker.de;Ecommerce;Germany;8M;27;2004
Reinbold Friseur;https://friseur-einkauf.com;Retail;Germany;10M;22;2004
Sempre Analytics;https://sempreanalytics.com;Technology;United Kingdom;5M;18;2011
Mavera;https://mavera.com;Insurance;Sweden;5M;12;2008
Pariani;https://pariani.org;Food & Beverage;Italy;2M;9;2011
Hrpepper;https://hrpepper.de;Management Consulting;Germany;3M;26;2012
LetoMotel;https://letomotel.de;Travel & Leisure;Germany;7M;50;2008
wikifolio Financial Technologies;https://wikifolio.com;Financial Services;Austria;3M;32;2011
GermanPersonnel e-search;https://germanpersonnel.de;Support Services;Germany;7M;52;2002
BeGear;https://begear.it;Support Services;Italy;1M;63;2010
Mind the Value;https://mindthevalue.com;Management Consulting;Italy;2M;20;2011
Welljob;https://welljob.fr;Support Services;France;42M;109;1997
Edition Michael Fischer;https://emf-verlag.de;Advertising;Germany;6M;22;1991
J. Huber;https://j-huber.de;Automobiles;Germany;5M;26;1986
GSM Training & Integration;https://gsm-group.de;Support Services;Germany;28M;600;2008
PrivateFly;https://privatefly.com;Travel & Leisure;United Kingdom;26M;31;2008
Ecometrica;https://ecometrica.com;Technology;United Kingdom;3M;26;2008
EnVersum;https://enversum.de;Energy;Germany;175M;26;2006
Communicate plc;https://communicateplc.com;Technology;United Kingdom;2M;18;2011
RAWOPLAST;https://rawoplast.de;Industrial Goods;Germany;7M;13;2009
Spektrix;https://spektrix.com;Technology;United Kingdom;6M;65;2007
7Layers;https://7layers.it;Cyber Security;Italy;2M;8;2012
Bluecube;https://bluecube.it;Technology;Italy;1M;16;2009
Artialis SA;https://artialis.com;Health;Belgium;2M;21;2010
Cartes & Services;https://cartes-services.fr;Support Services;France;4M;150;2010
SAPELEC;https://sapelec.net;Energy;France;3M;21;1995
E2Evolution;https://zoomalia.com;Retail;France;11M;48;2009
First Utility**;https://first-utility.com;Energy;United Kingdom;1112M;927;2004
DMS Technologie;https://dms-tec.de;Industrial Goods;Germany;5M;18;2010
Frank Recruitment Group;https://frankgroup.com;Support Services;United Kingdom;126M;1000;2006
Marrero Santana e Hijos;https://transportesmarrerosantanaehijos.es;Transport;Spain;2M;65;1997
GreenCity Immobilier;https://greencityimmobilier.fr;Construction;France;12M;53;2011
KOLGA;https://flashsalelogistics.com;Ecommerce;Germany;4M;18;2012
EZS Identtechnik;https://e-z-s.de;Technology;Germany;3M;8;1997
Hidramar;https://hidramar.com;Construction;Spain;12M;56;1990
Ad's up Consulting;https://ads-up.fr;Media;France;3M;37;2012
National Standard;https://nationalstandard.fr;Fashion;France;1M;4;2010
Lineup Systems;https://lineup.com;Technology;United Kingdom;9M;86;2009
IPC Piping;https://ipcpiping.com;Industrial Goods;France;3M;4;2011
Italfrom;https://italfrom.com;Ecommerce;Italy;3M;11;2010
Qualitance;https://qualitance.com;Technology;Romania;6M;162;2007
Alpenschloessl;https://wellnessresort.it;Travel & Leisure;Italy;7M;71;1998
Prodigioso VolcÃ¡n;https://prodigiosovolcan.com;Advertising;Spain;2M;40;2010
Ede Holdings;https://edehomes.co.uk;Property;United Kingdom;21M;21;1964
Gapps Oy;https://gapps.fi;Technology;Finland;1M;21;2010
Hightex Verstärkungsstrukturen ;https://hightex-dresden.de;Technology;Germany;5M;53;1998
Housesimple;https://housesimple.com;Property;United Kingdom;2M;45;2007
Panenka;https://agence-panenka.com;Media;France;1M;2;2012
Bon Plan;https://agencebonplan.fr;Media;France;4M;10;2007
PVZ Srl;https://callmewine.com;Ecommerce;Italy;3M;6;2010
Aspens Services;https://aspens-services.co.uk;Food & Beverage;United Kingdom;30M;1259;2008
BaseTIS;https://basetis.com;Management Consulting;Spain;6M;188;2009
Greenproject Italia;https://greenprojectitalia.it;Beauty;Italy;2M;12;2011
Gearhouse Actis;https://gearhouseactis.com;Media;France;3M;13;1991
Readie Construction;https://readieconstruction.co.uk;Construction;United Kingdom;124M;90;2007
GBC Containers;https://gbcgrupo.es;Transport;Spain;1M;24;2010
CÃ¡rnicas Discarpe;https://n/a;Retail;Spain;3M;6;2011
Avenir développement Durable;https://alertgasoil.com;Technology;France;4M;41;2009
Builders and Partners;https://buildersandpartners.com;Property;France;12M;100;2010
Inside Group;https://insidegroup.fr;Technology;France;12M;190;2012
BXR IndustrieService;https://bxr-group.de;Support Services;Germany;3M;130;2006
Sekai Nature;https://sekainature.com;Agricultural commodities;Spain;9M;8;2010
Colorful Trade;https://colorfultrade.de;Fashion;Germany;3M;12;2012
SaleCycle;https://salecycle.com;Technology;United Kingdom;14M;145;2010
SK World;https://skworld.es;Retail;Spain;5M;5;2011
CentroMedico Santagostino;https://cmsantagostino.it;Health;Italy;15M;139;2006
Medeland Events;https://medeland.es;Advertising;Spain;1M;9;2010
Deflomas Eyewear;https://deflomas.it;Sales & Marketing;Italy;2M;3;2009
inventiva;https://inventivapharma.com;Chemicals;France;9M;107;2011
Gepp's;https://gepps.de;Retail;Germany;3M;129;2012
Techteam;https://fr-techteam.com;Support Services;France;2M;31;2009
Endosmart;https://endosmart.com;Health;Germany;4M;50;2002
GPP Communication;https://gpp-com.de;Technology;Germany;2M;16;2007
Medilog;https://medilog-hamburg.de;Health;Germany;5M;41;2010
ÃlamoConsulting;https://alamoconsulting.com;Management Consulting;Spain;13M;146;2007
BOLDInt;https://boldint.com;Technology;Portugal;14M;502;2009
Generalmarine;https://generalmarine.it;Telecoms;Italy;1M;11;2010
eXXpozed;https://exxpozed.de;Ecommerce;Germany;15M;69;2010
CouteauxduChef.com;https://couteauxduchef.com;Retail;France;1M;4;2009
FMad;https://fmad.fr;Media;France;2M;10;2012
WIESE Tischlerei + Brandschutzbau;https://wtb-brandschutzbau.de;Construction;Germany;1M;20;2007
Adhunter;https://adzuna.co.uk;Ecommerce;United Kingdom;7M;49;2010
Eliraweb;https://eliraweb.fr;Media;France;2M;8;2007
ETS;https://etsingegneria.it;Construction;Italy;2M;11;2005
Mesauda Milano;https://mesaudacosmetics.it;Beauty;Italy;11M;20;2004
Equal Experts;https://equalexperts.com;Technology;United Kingdom;83M;91;2007
i-systems;https://i-systems.net;Ecommerce;Poland;2M;86;2002
E-WALD;https://e-wald.eu;Support Services;Germany;2M;17;2012
Quote Devil;https://QuoteDevil.ie;Insurance;Ireland;2M;45;2006
Target Spa;https://panedore.it;Food & Beverage;Italy;5M;29;1999
Capitole Gestion Patrimoine;https://cagepat.fr;Financial Services;France;2M;40;2012
Little Green House;https://littlegreenhouse.ch;Education;Switzerland;5M;110;2011
Dolce Milano;https://dolcemilano.eu;Food & Beverage;Italy;10M;6;2012
concentrade;https://concentrade.de;Technology;Germany;9M;26;1997
F.H. Wheel Center;https://premio-dresden.de;Automobiles;Germany;11M;34;2012
Rebional;https://rebional.de;Food & Beverage;Germany;12M;133;2010
Alterfood;https://alterfood.fr;Agricultural commodities;France;4M;15;2009
JDX Holdings;https://jdxconsulting.com;Financial Services;United Kingdom;27M;289;2010
Bluetree Design & Print;https://bluetreegroup.co.uk;Ecommerce;United Kingdom;32M;252;1999
Petitdidierprioux;https://petitdidierprioux.com;Property;France;2M;15;2004
Feefo Holdings;https://feefo.com;Technology;United Kingdom;9M;82;2010
Safety21 S.p.A.;https://safety21.it;Technology;Italy;11M;24;2011
Firma Brand Communication;https://wearefirma.com;Advertising;Spain;4M;37;2006
Flexmind;https://flexmind.fr;Support Services;France;5M;43;2011
Sylvide;https://sylvide.fr;Transport;France;1M;8;2011
Turbodynamics;https://turbodynamics.de;Technology;Germany;2M;16;2006
3G Soluciones Movilidad;https://3gmg.com;Technology;Spain;1M;21;2005
Insitumed;https://insitumed.com;Health;Germany;8M;23;2000
Arkgrove;https://mandale.com;Property;United Kingdom;11M;59;1982
Between;https://between.com;Support Services;The Netherlands;77M;29;2000
Urquiola;https://patriciaurquiola.com;Architecture;Italy;5M;16;2004
Enegan;https://enegan.it;Energy;Italy;191M;92;2010
EURL Vauvert Froger;https://n/a;Retail;France;4M;16;2011
Medspa;https://miamo.com%20|%20nutraiuvens.com;Retail;Italy;2M;11;2006
2008 SM Motor;https://smmotor.es;Retail;Spain;3M;8;2009
alpitronic;https://alpitronic.it;Technology;Italy;3M;24;2009
Goodfellow & Goodfellow;https://goodf.co.uk;Food & Beverage;United Kingdom;6M;26;2011
All Now;https://all-now.it;Support Services;Italy;4M;18;2011
Your World Recruitment Group;https://yourworldrecruitmentgroup.com;Support Services;United Kingdom;143M;295;2005
OD Projects (Holdings);https://od-group.com;Construction;United Kingdom;92M;98;2004
Laboratorio La Vallonea;https://laboratoriolavallonea.net;Health;Italy;2M;57;2009
Lafourmi;https://lafourmi.biz;Media;France;3M;35;2007
Kinougarde;https://kinougarde.com;Education;France;18M;620;2010
MMN;https://mmn.it;Cyber Security;Italy;29M;45;1989
Workplace Futures Group;https://modusgroup.com;Construction;United Kingdom;67M;68;2007
RC Team;https://rcteam.fr;Retail;France;3M;7;2005
Riese und Müller;https://r-m.de;Personal & Household Goods;Germany;38M;170;1996
Spoon Gastronomie;https://mantis-roofgarden.de;Restaurants;Germany;4M;112;2006
BiologoN;https://biolifestyle.at;Food & Beverage;Austria;7M;49;2010
Astree Software;https://astree-software.fr;Technology;France;1M;15;2011
Pitchup.com;https://pitchup.com;Ecommerce;United Kingdom;2M;9;2008
ICONT;https://icont.it;Industrial Goods;Italy;12M;33;2007
MA Provider;https://maprovider.com;Management Consulting;Italy;3M;15;2010
Primo;https://primo-gmbh.com;Technology;Germany;2M;15;2005
MedComplet;https://medcomplet.de;Health;Germany;5M;34;2007
Grüner Fisher Investments;https://gruener-fisher.de;Financial Services;Germany;18M;113;1999
Pharma Quality Europe;https://http:/www.pqegroup.com/;Support Services;Italy;24M;229;1998
PRO Seniors;https://pro-seniors.fr;Support Services;France;9M;439;2007
Ürbag;https://urbag.ws;Advertising;Spain;4M;9;2010
Cesam Seed;https://cesamseed.com;Technology;France;2M;30;2010
DoveVivo;https://dovevivo.it;Property;Italy;11M;54;2007
Hundt Consult;https://hundt-consult.de;Property;Germany;3M;34;2008
Straka 3-D Lasertechnik;https://straka3d-lasertechnik.de;Technology;Germany;2M;19;2012
Gomintec;https://gomintec.com;Construction;Spain;2M;11;2006
Brice Mugnier Bâtiment;https://maconnerie-mugnier.fr;Construction;France;2M;10;2011
Moyseafood;https://moyseafood.com;Food & Beverage;Spain;44M;84;2002
Fabrienvaf Nuca;https://fabrienvaf.es;Chemicals;Spain;2M;15;1999
Clemens HobbyTec;https://clemens-hobbytec.de;Personal & Household Goods;Germany;6M;9;2008
Hnida Transport & Logistik;https://hnida-logistik.de;Transport;Germany;7M;80;2011
Moravia;https://moravia.com;Support Services;Czech Republic;143M;1215;1990
bg filtration*;https://https:/www.bg-filtration.de/english/;Industrial Goods;Germany;3M;23;2013
acmeo;https://acmeo.eu;Technology;Germany;11M;63;2009
Premier Technical Services Group;https://ptsg.co.uk;Support Services;United Kingdom;47M;401;2006
Consultake;https://consultake.com;Management Consulting;France;4M;22;2006
Interactivo Tres Development;https://quieroenvasar.com;Personal & Household Goods;Spain;2M;4;2008
CVBF;https://cvbf.net;Pharmaceuticals;Italy;2M;16;2000
Galenicum Special Ingredients;https://galenicum.com;Health;Spain;8M;9;2010
SMC Social Media Communications;https://https:/www.socialmediacom.at/;Advertising;Austria;1M;11;1990
AspiraCon (Aspira);https://aspira.ie;Technology;Ireland;5M;52;2007
faro IMPORT EXPORT;https://faro.de;Telecoms;Germany;15M;30;1997
Catbird Seat;https://catbirdseat.de;Advertising;Germany;10M;64;2009
TMB Logistik;https://tmb-logistik.de;Transport;Germany;15M;45;2011
Tiger Grip Engineering;https://tigergrip.com;Fashion;France;1M;6;2008
TETRO;https://tetro.fr;Media;France;1M;5;2010
Ngage Media;https://ngagemedia.nl;Media;The Netherlands;7M;14;2010
Media Sapiens Spain;https://mediasapiens.es;Advertising;Spain;6M;18;2010
Duetti Packaging;https://duettipackaging.com;Industrial Goods;Italy;11M;44;2008
Selenium Medical;https://selenium-medical.com;Health;France;4M;52;2008
Industrialisation et Développement;https://n/a;Automobiles;France;6M;25;1988
Vo2 Group;https://vo2-group.com;Support Services;France;13M;80;2005
Buratti;https://buratti.at;Food & Beverage;Austria;3M;12;1993
Arcure;https://arcure.net;Technology;France;2M;18;2009
CONTENTSERV;https://contentserv.de;Technology;Germany;14M;210;1999
NCD Ingredients*;https://ncd-ingredients.de;Chemicals;Germany;4M;8;2013
HT&T Consulting;https://htt.it;Support Services;Italy;1M;6;2000
Extendam;https://extendam.com;Financial Services;France;18M;23;2012
Thomas Business Spain;https://tbspain.es;Personal & Household Goods;Spain;8M;2;2012
Wallix;https://wallix.com;Cyber Security;France;7M;64;2003
Styleboom Textilhandel;https://77onlineshop.de;Ecommerce;Germany;26M;110;2009
a&g automation and gears;https://aundg.com;Industrial Goods;Germany;2M;5;2004
Atollspeed;https://atollspeed.eu;Industrial Goods;Austria;4M;7;2011
Autoland PPAT;https://autoland.tirol;Automobiles;Austria;9M;25;2006
Massarius;https://massarius.com;Advertising;The Netherlands;3M;10;2012
Superior;https://superior-electronics.com;Technology;Italy;2M;4;2011
BILTON International;https://biltongroup.com;Technology;Austria;8M;63;2010
Harmony Aerospace France;https://harmony-aero.com;Aerospace & Defence;France;7M;11;2012
Green Man Gaming;https://greenmangaming.com;Games industry;United Kingdom;45M;78;2009
The Rentals Collection;https://rentalscollection.com;Travel & Leisure;Spain;2M;9;2012
GAR Wirtschaftsprüfung;https://gar-wpg.com;Financial Services;Germany;2M;17;2009
Exceltic;https://exceltic.com;Technology;Spain;12M;231;2005
Cichon Personalmanagement;https://cichon-pm.de;Support Services;Germany;9M;26;2009
Herzog Leasing;https://herzog-leasing.ag;Financial Services;Germany;10M;8;2006
Serfri Trucks;https://sfrtrucks.com;Transport;Spain;17M;38;2007
Adam Soft;https://adam-soft.de;Retail;Germany;13M;35;1995
dynamic commerce;https://dc-solution.de;Technology;Germany;2M;36;2010
SARL A3B Cuisines Maxima;https://cuisinesmaximabordeaux.fr;Retail;France;1M;8;2006
LBBZ GmbH;https://lbbz.de;Automobiles;Germany;12M;89;1991
Cirruseo;https://cirruseo.com;Technology;France;4M;36;2011
mit-uns GmbH Personaldienstleist.;https://mit-uns.eu;Support Services;Germany;12M;600;2007
Af Pack;https://af-pack.de;Support Services;Germany;29M;44;2008
OPW Ingredients;https://opw-ingredients.com;Food & Beverage;Germany;19M;25;2012
ES Global;https://esglobalsolutions.com;Travel & Leisure;United Kingdom;11M;13;2012
Intelligence Partner;https://intelligencepartner.com;Technology;Spain;6M;60;2009
Motivation Direct;https://motivationdirect.pl;Sales & Marketing;Poland;3M;15;2010
Agello Service;https://agello.de;Support Services;Germany;10M;479;2009
Sixsentix;https://sixsentix.com;Technology;Switzerland;7M;111;2013
Nectere;https://nectere.org;Support Services;United Kingdom;36M;55;2010
Via Numerica;https://via-numerica.net;Telecoms;France;3M;14;2005
Bennetts Cranes;https://tower-crane.co.uk;Construction;United Kingdom;13M;30;2008
Steinmüller;https://steinmueller.biz;Fashion;Germany;2M;16;2007
EYPro Mugrauer & Schnele;https://eypro.de;Industrial Goods;Germany;2M;14;2009
PacWan;https://pacwan.net;Telecoms;France;5M;21;2010
i-Alarmsysteme;https://i-alarmsysteme.at;Technology;Austria;9M;21;2008
Audley Group;https://https:/www.audleyvillages.co.uk/;Property;United Kingdom;113M;464;2004
Schoofs Immobilien;https://schoofs-frankfurt.de;Property;Germany;21M;39;2006
One Day;https://onedaygroup.it;Media;Italy;9M;50;2009
Nettowelt;https://nettowelt.de;Financial Services;Germany;3M;8;2010
Lucas UK;https://lucasuk.com;Construction;United Kingdom;36M;44;2010
Reisch Sprengtechnik;https://reischsprengtechnik-gmbh.de;Construction;Germany;2M;19;1999
2win SRL;https://eco-shopper.it;Industrial Goods;Italy;2M;2;2009
Marcel&fils;https://https:/www.marcel-et-fils.com;Retail;France;33M;155;2008
DCforData;https://dcfordata.com;Technology;France;1M;6;2011
Cargo International;https://cargointernational.de;Transport;Germany;4M;10;2012
WITO;https://wito.pro;Construction;France;2M;17;2010
KSG Logistics;https://ksg-logistics.eu;Transport;Austria;6M;9;2012
persofort PDL;https://persofort.de;Support Services;Germany;4M;135;2011
gevekom;https://gevekom.de;Support Services;Germany;9M;380;2006
Autohaus Liebe;https://liebeautos.de;Automobiles;Germany;21M;30;2000
E+Service+Check;https://e-service-check.de;Support Services;Germany;5M;95;2010
Privis;https://privis.at;Property;Austria;4M;45;2012
DTS;https://diamond-toolingsystems.com;Industrial Goods;Germany;4M;31;2009
energysolutions24;https://energysolutions24.de;Energy;Germany;4M;10;2008
e-LOGIK;https://e-logik.fr;Transport;France;5M;26;2008
Amido;https://amido.com;Technology;United Kingdom;6M;55;2010
For 4 You;https://for4you.at;Ecommerce;Austria;2M;18;2004
APRIL;https://april.studio;Advertising;Italy;2M;5;2008
PHMG;https://phmg.com;Advertising;United Kingdom;35M;420;1998
Quanteam;https://quanteam.fr;Financial Services;France;54M;617;2007
QOS Energy;https://qosenergy.com;Technology;France;1M;25;2010
Prianto;https://prianto.com;Retail;Germany;56M;56;2005
MG Handel;https://metallhandel-berlin.de;Industrial Goods;Germany;6M;6;2006
Bnova;https://bnova.it;Technology;Italy;2M;35;2006
(R)Evolution Voyages;https://r-evolutionvoyages.com;Travel & Leisure;France;7M;15;2006
Panel Sandwich Group;https://panelsandwich.com;Retail;Spain;3M;6;2009
Woodall Nicholson Holdings*;https://woodall-nocholson.co.uk;Automobiles;United Kingdom;41M;249;2013
Badtunna Skärgårdstunnan;https://www.skargards.com/se/badtunna/kundservice/;Personal & Household Goods;Sweden;4M;11;2010
STRATO Personal;https://strato-personal.de;Support Services;Germany;4M;8;2010
Consense;https://consense-as.de;Transport;Germany;3M;8;2010
Finlibera;https://finlibera.it;Property;Italy;2M;7;2011
DFT Deutsche Finetrading;https://dft-ag.de;Financial Services;Germany;15M;10;2011
PROFINO;https://profino.net;Retail;Germany;3M;9;2011
E.L.V.I.S. Teilladungssystem;https://elvis-ag.com;Transport;Germany;19M;31;2010
BÃ¼romarkt BÃ¶ttcher;https://bueromarkt-ag.de;Ecommerce;Germany;216M;300;2001
MOO Print;https://moo.com;Media;United Kingdom;91M;392;2004
BOS AMÉNAGEMENT;https://www.bos-amenagement.com/;Interiors;France;2M;8;2007
Flowmon Networks;https://flowmon.com;Cyber Security;Czech Republic;5M;51;2007
Longitude Research**;https://longitude.co.uk;Media;United Kingdom;5M;22;2011
Dexturis-Bau;https://dexturis.de;Construction;Germany;8M;8;2008
IXDS;https://ixds.com;Advertising;Germany;6M;80;2009
GPF Lewis;https://gpflewis.co.uk;Construction;United Kingdom;25M;33;2006
Benjamins;https://benjamins.it;Technology;Italy;2M;7;2009
Fiagon;https://fiagon.de;Health;Germany;7M;69;2007
Everyman Media Group;https://everymancinema.com;Travel & Leisure;United Kingdom;36M;600;1933
EcoGam;https://ecogam.fr;Waste management & recycling;France;4M;11;2008
SeboTherm;https://sebotherm.de;Construction;Germany;6M;36;2012
SBPprocess;https://sbprocess.fr;Technology;France;2M;10;2009
Compax Software Development;https://compax.at;Technology;Austria;16M;125;2004
Viajes Insular;https://viajesinsularcorporativo.com;Travel & Leisure;Spain;12M;85;1961
Tesi Industrial Europa;https://veserkal.com;Industrial Goods;Spain;4M;54;1996
AT Solution Partner;https://atsp.com;Technology;Austria;6M;36;2002
L'Aromatika Srl;https://caffeborbone.it;Food & Beverage;Italy;7M;91;1996
Imprendiroma;https://imprendiroma.it;Construction;Italy;2M;17;2008
BHT;https://bhtsrl.com;Industrial Goods;Italy;1M;12;2011
Aldovea;https://aldoveacatering.com;Restaurants;Spain;1M;18;2010
l&b solutions;https://lb-solutions.de;Management Consulting;Germany;4M;35;2010
Occarent;https://n/a;Transport;France;3M;2;2011
Smart Garden Products;https://sgpuk.com;Personal & Household Goods;United Kingdom;33M;62;2003
Casta;https://castasrl.it;Industrial Goods;Italy;19M;95;2005
JeChange;https://jechange.fr;Support Services;France;11M;37;2007
Northwave Security;https://northwave-security.com;Cyber Security;The Netherlands;3M;35;2006
London Wall Partners;https://londonwallpartners.com;Financial Services;United Kingdom;2M;18;2012
Fleetpool;https://fleetpool.de;Automobiles;Germany;24M;21;2008
SecurSAT;https://secursat.eu;Support Services;Italy;4M;25;2012
REAX Transporte;https://reax-transporte.de;Transport;Germany;11M;70;2013
Efficio;https://efficioconsulting.com;Management Consulting;United Kingdom;58M;289;2000
ERT European Road Trucking;https://european-road-trucking.eu;Transport;Germany;8M;13;2011
Pro-Liberis;https://pro-liberis.org;Education;Germany;10M;350;2006
Ding;https://ding.com;Fintech;Ireland;460M;196;2006
Eurofirms;https://eurofirms.es;Support Services;Spain;236M;490;1991
Stand by Me;https://standbyme.tv;Media;Italy;10M;203;2010
Meilleurtaux;https://meilleurtaux.com;Financial Services;France;54M;323;1999
Harwell Management;https://harwell-management.com;Management Consulting;France;16M;80;2008
Endava;https://endava.com;Technology;United Kingdom;185M;3471;2006
EURO M.A.R.;https://euromarlaspezia.com;Travel & Leisure;Italy;8M;157;2001
Principle Holdings;https://principleglobal.com;Management Consulting;United Kingdom;183M;454;1987
Reticulae;https://reticulae.com;Sales & Marketing;Spain;9M;375;2007
Solten Business International;https://http:/www.solten.com/;Support Services;Ireland;1M;23;2008
reedit (ediths);https://ediths.at;Ecommerce;Austria;3M;40;2010
Domainex;https://domainex.co.uk;Pharmaceuticals;United Kingdom;8M;65;2001
Araner TecnologÃ­as;https://araner.com;Energy;Spain;4M;25;2012
Compuwave;https://compuwave.de;Technology;Germany;16M;21;2007
O.K. Energie Haus;https://ok-haus.at;Construction;Austria;3M;24;2004
Aletheia Personalservice;https://aletheia-personal.de;Support Services;Germany;7M;315;2011
BS Logistic & Consulting;https://bs-expresslogistik.de;Transport;Germany;6M;48;2012
Infranorm Technologie;https://infranorm.com;Industrial Goods;Austria;7M;13;2004
Arnold Personalservice;https://arnold-ps.de;Support Services;Germany;3M;87;2012
MEBAG;https://mebag-bau.de;Construction;Germany;4M;23;2012
KRUSTO;https://krusto.de;Technology;Germany;5M;15;2008
Aroma Zone;https://aroma-zone.com;Chemicals;France;52M;82;1986
Ciar SpA;https://ciar.it;Industrial Goods;Italy;34M;110;1979
Evolution People;https://evolutionpeople.it;Advertising;Italy;3M;15;2011
Click Travel;https://clicktravel.com;Support Services;United Kingdom;194M;142;1999
blau direkt;https://blaudirekt.de;Fintech;Germany;27M;112;2000
BB Pack;https://bb-pack.de;Industrial Goods;Germany;28M;15;2008
Omar Park Homes;https://omar.co.uk;Construction;United Kingdom;46M;379;1965
Pets Nature;https://petsnature.de;Ecommerce;Germany;14M;17;1999
TEMP.Service;https://tempservice.de;Support Services;Germany;3M;95;2012
Castlefield Partners;https://castlefield.com;Financial Services;United Kingdom;4M;31;2002
Urban Linker;https://urbanlinker.com;Support Services;France;2M;28;2009
VICRIS;https://vicris.it;Chemicals;Italy;4M;5;1989
FUTURECOM Austria GmbH;https://futurecom-world.com;Support Services;Austria;2M;6;2013
Digital Republic Media Group;https://digitalrepublic.com;Advertising;Germany;7M;30;2003
Jorge A. GÃ³mez Rebollo;https://n/a;Restaurants;Spain;3M;87;1997
Bioburger;https://bioburger.fr;Restaurants;France;1M;16;2011
