active_group_links,active_group_names,distributor_links,distributor_names,former_group_links,former_group_names,founded,founders,hangul,industry,key_people,key_people_links,link,locations,name,other_names,parternship_links,parternship_names,socials,soloist_links,soloist_names,subsidiary_links,subsidiary_names,type,websites
https://kpop.fandom.com//wiki/SKYLE,SKYLE,,,,,2018,Louis Koo Tin Lok,굿럭엔터테인먼트,Entertainment,,,https://kpop.fandom.com/wiki/Good_Luck_Entertainment,"Gangnam, Seoul, South Korea",Good Luck Entertainment,,,,"https://www.facebook.com/goodluckentertainment,https://www.instagram.com/goodluck_ent/,https://twitter.com/goodluck_ent,https://www.youtube.com/c/GoodLuckEnt",https://kpop.fandom.com//wiki/No_Eul,No Eul,,,Subsidiary,
https://kpop.fandom.com//wiki/JYJ,JYJ,,,,,"December 21, 2009",Baek Chang Ju,씨제스엔터테인먼트,,,,https://kpop.fandom.com/wiki/C-JeS_Entertainment,"Seoul, South Korea",C-JeS Entertainment,,,,"https://www.instagram.com/cjes.tagram/,https://post.naver.com/my.nhn?memberNo=28655711,https://tv.naver.com/cjes,https://www.youtube.com/user/CJESEnt",,,,,Private,
"https://kpop.fandom.com//wiki/Brave_Girls,https://kpop.fandom.com//wiki/DKB","Brave Girls,DKB",,Kakao Entertainment,,,February 2008,Brave Brothers,,,,,https://kpop.fandom.com/wiki/Brave_Entertainment,"Seoul, South Korea",Brave Entertainment,,,,"https://www.facebook.com/BraveEntertainment,https://www.instagram.com/braveent_official/,https://tv.naver.com/bravesound,https://twitter.com/BRAVESOUND_,https://www.youtube.com/user/bravefamily",,,,,Private,
https://kpop.fandom.com//wiki/JUST_B,JUST B,,,,,"January 30, 2021",,,,,,https://kpop.fandom.com/wiki/Bluedot_Entertainment,"Seoul, South Korea",Bluedot Entertainment,,,,https://twitter.com/officialbluedot,,,,,Subsidiary,
https://kpop.fandom.com//wiki/AB6IX,AB6IX,,,,,2011,Rhymer,,,,,https://kpop.fandom.com/wiki/Brand_New_Music,"Seoul, South Korea",Brand New Music,BRANDNEW MUSIC,,,"https://www.facebook.com/brandnewmusic2011,https://www.instagram.com/brandnewmusic2011/,https://twitter.com/bn_music,https://channels.vlive.tv/F61123,https://www.youtube.com/user/Brandnewmusickorea","https://kpop.fandom.com//wiki/Bumkey,https://kpop.fandom.com//wiki/Hanhae,https://kpop.fandom.com//wiki/Rhymer,https://kpop.fandom.com//wiki/Verbal_Jint,https://kpop.fandom.com//wiki/KittiB,https://kpop.fandom.com//wiki/Kanto,https://kpop.fandom.com//wiki/Yang_Da_Il,https://kpop.fandom.com//wiki/Gree,https://kpop.fandom.com//wiki/Rudals,https://kpop.fandom.com//wiki/Yenjamin,https://kpop.fandom.com//wiki/Han_Dong_Geun,https://kpop.fandom.com//wiki/Lee_Eun_Sang","Bumkey,Hanhae,Rhymer,Verbal Jint,KittiB,Kanto,Yang Da Il,Gree,Rudals,Yenjamin,Han Dong Geun,Lee Eun Sang",,,Private,
,,,,,,"February 7, 1991",,지니뮤직,,,,https://kpop.fandom.com/wiki/Genie_Music,"Seoul, South Korea",Genie Music,,,,https://www.youtube.com/user/ktmusicable,,,,,Subsidiary,
,,,,,,c. 2021,,,,,,https://kpop.fandom.com/wiki/GKMNEO,South Korea,GKMNEO,Global K Media Neo,,,"https://www.instagram.com/gkmneo/,https://www.tiktok.com/@gkmneo_official,https://twitter.com/GkmneoO,https://www.youtube.com/channel/UCu8tnmv4nkL-us2RsZdz6Qw",https://kpop.fandom.com//wiki/Seulgi_(singer),Kim Seulgi,,,,
https://kpop.fandom.com//wiki/KINGDOM_(2020_group),KINGDOM,,MUSIC&NEW,,,1998,,,,,,https://kpop.fandom.com/wiki/GF_Entertainment,"Seoul, South Korea",GF Entertainment,NOS Entertainment,,,https://www.youtube.com/channel/UCYpSXc0lScH1VO_kbVqzBcw,,,,,Unlisted,
"https://kpop.fandom.com//wiki/B.I.G,https://kpop.fandom.com//wiki/3YE,https://kpop.fandom.com//wiki/Triple7","B.I.G,3YE,Triple7",,Stone Music Entertainment,,,"August 13, 2008",,,,,,https://kpop.fandom.com/wiki/GH_Entertainment,"Seoul, South Korea",GH Entertainment,,,,,https://kpop.fandom.com//wiki/Soya,Soya,,,Private,
"https://kpop.fandom.com//wiki/FTISLAND,https://kpop.fandom.com//wiki/CNBLUE,https://kpop.fandom.com//wiki/AOA,https://kpop.fandom.com//wiki/N.Flying,https://kpop.fandom.com//wiki/SF9,https://kpop.fandom.com//wiki/Cherry_Bullet,https://kpop.fandom.com//wiki/P1Harmony","FTISLAND,CNBLUE,AOA,N.Flying,SF9,Cherry Bullet,P1Harmony",,Kakao Entertainment,,,"December 14, 2006",Han Seong Ho,,,,,https://kpop.fandom.com/wiki/FNC_Entertainment,"Seoul, South Korea",FNC Entertainment,,,,"https://www.facebook.com/theofficialfnc,https://twitter.com/FNC_ENT,https://www.youtube.com/user/thefncofficial","https://kpop.fandom.com//wiki/Lee_Hong_Gi,https://kpop.fandom.com//wiki/Jung_Yong_Hwa","Lee Hong Gi,Jung Yong Hwa",,,Public,
,1st.One,,,,,"January 11, 2019",,퍼스트원엔터테인먼트,,,,https://kpop.fandom.com/wiki/FirstOne_Entertainment,"Seoul, South Korea",FirstOne Entertainment,,,,"https://www.facebook.com/firstone.ent,https://www.instagram.com/firstone_ent/,https://www.youtube.com/channel/UCFlegZFz8INK7fFXFWldy6A","https://kpop.fandom.com//wiki/Kisum,https://kpop.fandom.com//wiki/Huh_Chan_Mi","Kisum,Huh Chan Mi",,,Private,
"https://kpop.fandom.com//wiki/FANATICS,https://kpop.fandom.com//wiki/FLAVOR","FANATICS,FLAVOR",,,,,"September 16, 2013",,,,,,https://kpop.fandom.com/wiki/FENT,"Seoul, South Korea",FENT,"Fascino Entertainment,FENT Entertainment",,,,,,,,Private,
https://kpop.fandom.com//wiki/Cignature,Cignature,,Kakao M,,,"January 15, 2020",Kim Bum Joon,,,,,https://kpop.fandom.com/wiki/J9_Entertainment,,J9 Entertainment,,,,,,,,,Subsidiary,
,,,"KT Music,LOEN Entertainment",,,"February 9, 2000",Shin Ju Hak,,,Website,,https://kpop.fandom.com/wiki/Star_Empire_Entertainment,"Seoul, South Korea",Star Empire Entertainment,,,,,,,,,Private,
https://kpop.fandom.com//wiki/The_LEGEND,The LEGEND,,,,,2015,,,,,,https://kpop.fandom.com/wiki/SS_Entertainment,"Seoul, South Korea",SS Entertainment,,,,,https://kpop.fandom.com//wiki/Eun_Ji_Won,Eun Ji Won,,,Private,
"https://kpop.fandom.com//wiki/HI_CUTIE,https://kpop.fandom.com//wiki/Like_Me","HI CUTIE,Like Me",,,,,2005,,,,,,https://kpop.fandom.com/wiki/Space_Music_Entertainment,"Bucheon, South Korea",Space Music Entertainment,Space Music (스페이스뮤직),,,"https://www.facebook.com/spacemusicent,https://www.instagram.com/space_music_entertainment/,https://www.youtube.com/channel/UC8fKIdJZ9l8muitH-xZ1jrQ","https://kpop.fandom.com//wiki/Yun_Eun_Gi,https://kpop.fandom.com//wiki/Hwang_Yun_Jeong,https://kpop.fandom.com//wiki/Jung_Chae_Rin,https://kpop.fandom.com//wiki/Heo_Yu_Jin","Yun Eun Gi,Hwang Yun Jeong,Jung Chae Rin,Heo Yu Jin",,,Private,
https://kpop.fandom.com//wiki/Rocking_Doll,Rocking Doll,,,,,December 2020,Choi Yuri,에스알피엔터테인먼트,,,,https://kpop.fandom.com/wiki/SRP_Entertainment,"Gangnam-gu, Seoul, South Korea",SRP Entertainment,,,,"https://www.facebook.com/srpentertainment,https://www.instagram.com/srpent_/,https://twitter.com/srpent20,https://www.youtube.com/channel/UCFWkb4Z9_1NkPgdYE1ay5og",,,,,Private,
,,,,,,,,,,,,https://kpop.fandom.com/wiki/Category:South_Korean_companies,,South Korean companies,,,,,,,,,,
https://kpop.fandom.com//wiki/8eight,8eight,,Kakao Entertainment,,,"November 17, 2009",So Sung Jin,,,,,https://kpop.fandom.com/wiki/Source_Music,"Seoul, South Korea",Source Music,,,,"https://www.facebook.com/sourcemusickr,https://www.instagram.com/sourcemusicofficial/,https://twitter.com/SOURCEMUSIC,https://www.youtube.com/channel/UCQgh86_11VMZmnOWRurjneQ","https://kpop.fandom.com//wiki/Lee_Hyun,https://kpop.fandom.com//wiki/EDEN","Lee Hyun,EDEN",,,Subsidiary,
https://kpop.fandom.com//wiki/AfterMoon,AfterMoon,,,,,"December 5, 1989",,소니뮤직엔터테인먼트코리아,,,,https://kpop.fandom.com/wiki/Sony_Music_Entertainment_Korea,"Seoul, South Korea",Sony Music Entertainment Korea,"Sony Music Korea,SME Korea,SMK,SMEK",,,"https://www.facebook.com/sonymusickorea,https://www.instagram.com/sonymusickorea/,https://post.naver.com/my.nhn?memberNo=23554409,https://tv.naver.com/sonymusic,https://twitter.com/sonymusickr_pop,https://www.youtube.com/channel/sonymusickorea","https://kpop.fandom.com//wiki/Kevin_Oh,https://kpop.fandom.com//wiki/Demian","Kevin Oh,E.viewz,sokodomo,Demian,msftz",,,,
https://kpop.fandom.com//wiki/CRAXY,CRAXY,,Genie Music,,,"July 3, 2018",,에스에이아이엔터테인먼트는,,,,https://kpop.fandom.com/wiki/SAI_Entertainment,"Goyang-si, Gyeonggi-do, South Korea",SAI Entertainment,,,,"https://www.facebook.com/saitainment.official,https://www.instagram.com/sa_itainment/,https://blog.naver.com/saitainment,https://tv.naver.com/saitainment,https://www.youtube.com/channel/UC-fowGyxbuwEMvmeLitbFPQ",,,,,,
https://kpop.fandom.com//wiki/God,god,,,,,2000,,싸이더스HQ,,,,https://kpop.fandom.com/wiki/SidusHQ,"Seoul, South Korea",SidusHQ,,,,"https://www.facebook.com/sidushqent,https://www.instagram.com/sidushq_star/,https://twitter.com/sidushq_ent",,,,,Subsidiary,
"https://kpop.fandom.com//wiki/TVXQ!,https://kpop.fandom.com//wiki/The_Grace,https://kpop.fandom.com//wiki/The_Grace-Dana%26Sunday,https://kpop.fandom.com//wiki/SUPER_JUNIOR,https://kpop.fandom.com//wiki/SUPER_JUNIOR-K.R.Y.,https://kpop.fandom.com//wiki/SUPER_JUNIOR-T,https://kpop.fandom.com//wiki/SUPER_JUNIOR-M,https://kpop.fandom.com//wiki/SUPER_JUNIOR-H,https://kpop.fandom.com//wiki/SUPER_JUNIOR-D%26E,https://kpop.fandom.com//wiki/Girls%27_Generation,https://kpop.fandom.com//wiki/Girls%27_Generation-TTS,https://kpop.fandom.com//wiki/Girls%27_Generation-Oh!GG,https://kpop.fandom.com//wiki/SHINee,https://kpop.fandom.com//wiki/EXO,https://kpop.fandom.com//wiki/EXO-CBX,https://kpop.fandom.com//wiki/EXO-SC,https://kpop.fandom.com//wiki/Red_Velvet,https://kpop.fandom.com//wiki/Red_Velvet_-_Irene_%26_Seulgi,https://kpop.fandom.com//wiki/NCT,https://kpop.fandom.com//wiki/NCT_U,https://kpop.fandom.com//wiki/NCT_127,https://kpop.fandom.com//wiki/NCT_Dream,https://kpop.fandom.com//wiki/WayV,https://kpop.fandom.com//wiki/Aespa","TVXQ!,The Grace,The Grace-Dana&Sunday,SUPER JUNIOR,SUPER JUNIOR-K.R.Y.,SUPER JUNIOR-T,SUPER JUNIOR-M,SUPER JUNIOR-H,SUPER JUNIOR-D&E,Girls' Generation,Girls' Generation-TTS,Girls' Generation-Oh!GG,SHINee,EXO,EXO-CBX,EXO-SC,Red Velvet,Red Velvet - Irene & Seulgi,NCT,NCT U,NCT 127,NCT Dream,WayV,aespa",,"Dreamus,Avex Trax","https://kpop.fandom.com//wiki/H.O.T,https://kpop.fandom.com//wiki/S.E.S.,https://kpop.fandom.com//wiki/SHINHWA,https://kpop.fandom.com//wiki/Fly_To_The_Sky,https://kpop.fandom.com//wiki/M.I.L.K,https://kpop.fandom.com//wiki/Black_Beat,https://kpop.fandom.com//wiki/Isak_%27N%27_Jiyeon,https://kpop.fandom.com//wiki/Younique_Unit,https://kpop.fandom.com//wiki/F(x),https://kpop.fandom.com//wiki/Toheart","H.O.T,S.E.S.,SHINHWA,Fly To The Sky,M.I.L.K,Black Beat,Isak 'N' Jiyeon,Younique Unit,f(x),Toheart","February 14, 1989",Lee Soo Man,,,,,https://kpop.fandom.com/wiki/SM_Entertainment,"Seoul, South Korea",SM Entertainment,S.M. Entertainment,,,"https://www.facebook.com/,https://www.instagram.com/smtown/,https://twitter.com/SMTOWNGLOBAL,https://channels.vlive.tv/FD53B,https://www.youtube.com/user/SMTOWN","https://kpop.fandom.com//wiki/BoA,https://kpop.fandom.com//wiki/Kangta,https://kpop.fandom.com//wiki/U-Know,https://kpop.fandom.com//wiki/Max_Changmin,https://kpop.fandom.com//wiki/Sunday,https://kpop.fandom.com//wiki/Sungmin_(SUPER_JUNIOR),https://kpop.fandom.com//wiki/Ryeowook,https://kpop.fandom.com//wiki/Yesung,https://kpop.fandom.com//wiki/Kyuhyun,https://kpop.fandom.com//wiki/J-Min_(singer),https://kpop.fandom.com//wiki/Taeyeon,https://kpop.fandom.com//wiki/Hyoyeon,https://kpop.fandom.com//wiki/Yuri_(Girls%27_Generation),https://kpop.fandom.com//wiki/Yoona_(SNSD),https://kpop.fandom.com//wiki/Onew,https://kpop.fandom.com//wiki/Key,https://kpop.fandom.com//wiki/Taemin,https://kpop.fandom.com//wiki/Zhoumi,https://kpop.fandom.com//wiki/Lay,https://kpop.fandom.com//wiki/Baekhyun,https://kpop.fandom.com//wiki/Chen,https://kpop.fandom.com//wiki/Suho,https://kpop.fandom.com//wiki/Kai,https://kpop.fandom.com//wiki/D.O.,https://kpop.fandom.com//wiki/Wendy,https://kpop.fandom.com//wiki/Joy_(Red_Velvet),https://kpop.fandom.com//wiki/Raiden","BoA,Kangta,U-Know,Max Changmin,Sunday,Sungmin,Ryeowook,Yesung,Kyuhyun,J-Min,Taeyeon,Hyo,Yuri,Yoona,Onew,Key,Taemin,Zhoumi,Lay,Baekhyun,Chen,Suho,Kai,D.O.,Wendy,Joy,Raiden","https://kpop.fandom.com//wiki/MYSTIC_Story,https://kpop.fandom.com//wiki/KeyEast","(2017),(2018)",Public,
https://kpop.fandom.com//wiki/5tion,5tion,,OGAM Entertainment,,,,,,,,,https://kpop.fandom.com/wiki/Shine_E%26M,"Seoul, South Korea",Shine E&M,,,,"https://www.facebook.com/SHINE-EM-200871217216838,https://www.instagram.com/shineenm_official/,https://www.youtube.com/channel/shinerebecca",,,,,Private,
,,,Dreamus,,,2016,,스크림 레코즈,,,,https://kpop.fandom.com/wiki/ScreaM_Records,"Seoul, South Korea",ScreaM Records,,,,"https://www.facebook.com/ScreaMRecordsSM,https://www.instagram.com/screamrecords/,https://soundcloud.com/screamrecordssm,https://twitter.com/scream_records,https://www.youtube.com/channel/UCK4bLWetNGdpifopcfrm_fw","https://kpop.fandom.com//wiki/IMLAY,https://kpop.fandom.com//wiki/Hyoyeon,https://kpop.fandom.com//wiki/Ginjo,https://kpop.fandom.com//wiki/Raiden","IMLAY,HYO,Ginjo,Raiden",,,Subsidiary,
https://kpop.fandom.com//wiki/HOT_ISSUE_(group),HOT ISSUE,,,,,"August 14, 2020",Hong Seung Sung,에스투엔터테인먼트,"Entertainment,Music",,,https://kpop.fandom.com/wiki/S2_Entertainment,"Gangnam, Seoul, South Korea",S2 Entertainment,S2,,,"https://www.facebook.com/S2entofficial,https://www.instagram.com/s2ent_official//,https://twitter.com/S2ent_official,https://www.weibo.com/7525144523,https://www.youtube.com/channel/UCBRTM1a5mRyBffub8jUa8Fw",,,,,Private,
"https://kpop.fandom.com//wiki/Rockit_Girl,https://kpop.fandom.com//wiki/D.COY","Rockit Girl,D.COY",,Genie Music,,,1995,Kim Cheonseong,,,,,https://kpop.fandom.com/wiki/Rolling_Culture_One,"Seoul, South Korea",Rolling Culture One,,,,"https://www.facebook.com/rco2012,https://twitter.com/therolling,https://channels.vlive.tv/AE4A1D",,,,,Private,
"https://kpop.fandom.com//wiki/MAMAMOO,https://kpop.fandom.com//wiki/VROMANCE,https://kpop.fandom.com//wiki/ONEWE,https://kpop.fandom.com//wiki/ONEUS,https://kpop.fandom.com//wiki/PURPLE_K!SS","MAMAMOO,VROMANCE,ONEWE,ONEUS,PURPLE K!SS",,Kakao Entertainment,,,March 2010,Kim Jin Woo,,,,,https://kpop.fandom.com/wiki/RBW,"Seoul, South Korea",RBW,Rainbow Bridge Agency,,,"https://www.facebook.com/RainbowbridgeWorld,https://www.instagram.com/rbw_official/,https://twitter.com/rbbridge,https://www.youtube.com/user/rainbowbridgeagency","https://kpop.fandom.com//wiki/Cosmic_Girl,https://kpop.fandom.com//wiki/Moon_Byul,https://kpop.fandom.com//wiki/Hwa_Sa,https://kpop.fandom.com//wiki/Solar","Cosmic Girl,Moon Byul,Hwa Sa,Solar",,,Private,
https://kpop.fandom.com//wiki/Ciipher,Ciipher,,Kakao Entertainment,,,"October 11, 2015",Rain,레인컴퍼니,,,,https://kpop.fandom.com/wiki/Rain_Company,,Rain Company,,,,"https://www.facebook.com/raincompanyrain,https://www.instagram.com/raincompany_official/,https://twitter.com/raincompany_",,,,,Private,
"https://kpop.fandom.com//wiki/ALPHA_RAY,https://kpop.fandom.com//wiki/I_Hwa,https://kpop.fandom.com//wiki/Hanna_(ALPHA_RAY),https://kpop.fandom.com//wiki/Yuri_(ALPHA_RAY),https://kpop.fandom.com//wiki/Aiganym","ALPHA RAY,I Hwa,Hanna,Yuri,Aiganym",,,,,2018,"Joon Hae Spielmann,Thomas Sommer",SG엔터테인먼트,Entertainment,,,https://kpop.fandom.com/wiki/SG_Entertainment,"Mapo, Seoul, South Korea",SG Entertainment,,,,"https://www.facebook.com/sgentertainmentagency,https://www.instagram.com/sgentertainment_agency/,https://blog.naver.com/sg-entertainment,https://twitter.com/SG___Official,https://www.youtube.com/c/SGEntertainment_agency",,,,,Subsidary,
"https://kpop.fandom.com//wiki/Block_B,https://kpop.fandom.com//wiki/Block_B_BASTARZ","Block B,Block B BASTARZ",,Sony Music Entertainment Korea,,,2013,Kim Gyu Wook,,,,,https://kpop.fandom.com/wiki/Seven_Seasons,"Seoul, South Korea",Seven Seasons,,,,,,,,,Subsidiary,
,,,Kakao M,,,"February 10, 2020",Yubin,르엔터테인먼트,,,,https://kpop.fandom.com/wiki/Rrr_Entertainment,"Gangnam, Seoul, South Korea",rrr Entertainment,,,,"https://www.instagram.com/rrrent_official/,https://twitter.com/rrrEnt_official,https://www.youtube.com/channel/UCh1bnmsL2FRo18RiAxFrQ7Q","https://kpop.fandom.com//wiki/Yubin_(singer),https://kpop.fandom.com//wiki/Hyerim_(Wonder_Girls)","Yubin,Hyerim",,,Private,
https://kpop.fandom.com//wiki/TRIPLEME,TRIPLEME,,"NHN Bugs,LOEN Entertainment,CJ E&M Music",,,"August 21, 2006",,폴라리스 엔터테인먼트,,,,https://kpop.fandom.com/wiki/Polaris_Entertainment,"Seoul, South Korea",Polaris Entertainment,Ilkwang Polaris,,,"https://www.facebook.com/PolarisEntOfficial,https://www.instagram.com/polaris_ent/,https://twitter.com/Ent_Polaris,https://twitter.com/PolarisAudition,https://www.youtube.com/channel/PolarisMusicOfficial","https://kpop.fandom.com//wiki/Han_Heejun,https://kpop.fandom.com//wiki/Sunye","Han Heejun,Sunye",,,Private,
"https://kpop.fandom.com//wiki/Little_Cheer_Girl,https://kpop.fandom.com//wiki/Mini_Little_Cheer_Girl","Little Cheer Girl,Mini Little Cheer Girl",,,,,,,,Entertainment,,,https://kpop.fandom.com/wiki/Rainbow_Company,"Kangnam, Seoul, South Korea",Rainbow Company,"Rainbow Ent. (레인보우엔트),Rain Company (레인컴퍼니)",,,"https://www.facebook.com/rainbowent7,https://blog.naver.com/rain-company,https://www.youtube.com/channel/UC_WZnfH3ngE4EWSY_Xq6lXA",,,,,Private,
,,,,,,2008,Song Jun Ho (송준호),,,,,https://kpop.fandom.com/wiki/Proteurment,South Korea,Proteurment,,,,"https://blog.naver.com/prologue,https://twitter.com/proteurment",,,,,,
"https://kpop.fandom.com//wiki/DIA_(group),https://kpop.fandom.com//wiki/BAE173","DIA,BAE173",,Interpark,,,"July 12, 2017",,,,,,https://kpop.fandom.com/wiki/PocketDol_Studio,"Seoul, South Korea",PocketDol Studio,,,,"https://post.naver.com/my.nhn?memberNo=41150529,https://twitter.com/PocketDolStudio,https://www.youtube.com/channel/UCFBr_RTe9eJPsISi_yPl65g",,,,,Private,
,,,MUSIC&NEW,,,2014,,,,,,https://kpop.fandom.com/wiki/PR_Entertainment,"Seoul, South Korea",PR Entertainment,,,,,,,,,Private,
https://kpop.fandom.com//wiki/PLT,PLT,,Genie Music,,,,,플라네타리움 레코드,,,,https://kpop.fandom.com/wiki/Planetarium_Records,South Korea,Planetarium Records,,,,"https://www.facebook.com/planetariumrecords,https://www.instagram.com/planetariumrecords/,https://post.naver.com/my.nhn?memberNo=31081573,https://tv.naver.com/planetariumrecords,https://twitter.com/PLT_twt,https://channels.vlive.tv/EE421D,https://www.youtube.com/channel/UCpCppO6u934Rm8jtvHxONgA","https://kpop.fandom.com//wiki/Kei.G,https://kpop.fandom.com//wiki/Villain_(PLT),https://kpop.fandom.com//wiki/Jung_Jinwoo,https://kpop.fandom.com//wiki/Gaho,https://kpop.fandom.com//wiki/June_(PLT),https://kpop.fandom.com//wiki/Moti,https://kpop.fandom.com//wiki/Leenzy","Kei.G,Villain,Jung Jinwoo,Gaho,June,Moti,Leenzy",,,,
"https://kpop.fandom.com//wiki/After_School,https://kpop.fandom.com//wiki/NU%27EST,https://kpop.fandom.com//wiki/SEVENTEEN,https://kpop.fandom.com//wiki/BSS,https://kpop.fandom.com//wiki/Fromis_9","After School,NU'EST,SEVENTEEN,BSS,fromis_9",,"YG PLUS,HYBE",,,2007,"Han Sung Soo, Kahi, Son Dam Bi",,,,,https://kpop.fandom.com/wiki/Pledis_Entertainment,"Seoul, South Korea",Pledis Entertainment,,,,"https://www.facebook.com/pledisnews,https://twitter.com/pledisnews,https://www.youtube.com/user/pledisartist","https://kpop.fandom.com//wiki/Bumzu,https://kpop.fandom.com//wiki/Kyulkyung","Bumzu,Zhou Jie Qiong",,,Subsidiary,
